FIPS,Yield,Year,Land_Area,Acres_Planted
40089,30.5,2003,1850.01,4500
40015,30,2003,1278.29,3900
40033,20,2003,632.65,800
40065,26,2003,802.65,600
40141,25,2003,871.13,1000
40011,44.2,2003,928.42,2000
40039,40,2003,988.82,700
40043,45,2003,999.48,500
40149,50,2003,1003.17,500
42013,40,2003,525.8,2600
42027,43,2003,1109.92,8800
42037,36,2003,483.11,11400
42043,33,2003,525.05,10000
42061,41,2003,874.64,2900
42067,36,2003,391.35,4900
42087,42.3,2003,411.03,3600
42093,42,2003,130.24,5900
42097,40,2003,458.37,21100
42099,38,2003,551.45,6800
42109,40,2003,328.71,7900
42119,41,2003,315.98,10500
42025,28,2003,381.46,300
42077,38.9,2003,345.17,16400
42079,39,2003,890.33,2200
42089,30,2003,608.29,1800
42095,38,2003,369.67,10700
42107,38,2003,778.63,8100
42015,42.4,2003,1147.4,900
42035,41,2003,887.98,2400
42081,42.5,2003,1228.59,6400
42117,38.3,2003,1133.79,300
42039,40.8,2003,1012.3,8900
42049,40,2003,799.15,7200
42085,40,2003,672.57,9700
42121,39,2003,674.28,900
42123,39,2003,884.13,300
42001,43,2003,518.67,16000
42009,40,2003,1012.3,2600
42041,42,2003,545.46,11200
42055,44,2003,772.22,14000
42057,40,2003,437.55,300
42133,41.1,2003,904.18,41900
42011,44,2003,856.51,24100
42017,35,2003,604.31,8400
42029,46,2003,750.51,13800
42071,46,2003,943.81,27300
42075,40.5,2003,361.83,15000
42091,30.6,2003,483.04,3400
42003,42,2003,730.07,300
42051,39,2003,790.34,1300
42111,38,2003,1074.37,1500
42125,34,2003,856.99,1400
42129,45.8,2003,1027.55,5500
42005,41,2003,653.2,2600
42007,45,2003,434.71,600
42019,45,2003,788.6,3100
42031,46,2003,600.83,1000
42063,40,2003,827.03,4400
42065,40,2003,652.43,1100
42073,45.2,2003,358.18,5200
45017,30,2003,381.15,6200
45027,29,2003,606.94,28600
45061,30,2003,410.18,30500
45063,24,2003,698.91,4300
45075,25,2003,1106.1,22400
45079,31,2003,757.07,4500
45085,27,2003,665.07,26400
45025,32,2003,799.08,11400
45031,28,2003,561.15,39400
45033,30,2003,404.87,40400
45041,26,2003,799.96,48100
45043,23,2003,813.55,3500
45051,25,2003,1133.9,48700
45067,29,2003,489.23,19300
45069,29,2003,479.67,25800
45089,29,2003,934.16,21800
45023,33,2003,580.66,500
45055,30,2003,726.56,1700
45057,35,2003,549.16,1000
45007,29,2003,715.43,1800
45073,28,2003,626.33,800
45083,35,2003,807.93,400
45005,28,2003,408.09,11600
45009,25,2003,393.37,2600
45011,25,2003,548.39,2500
45015,27,2003,1098.86,1700
45029,22,2003,1056.49,2200
45035,29,2003,573.23,4600
45049,30,2003,559.9,7700
45003,23,2003,1071.03,3700
45037,29,2003,500.41,1000
45071,27,2003,630.04,3100
45081,18,2003,452.78,400
46003,25.5,2003,708.42,51000
46005,17.6,2003,1258.71,156000
46015,18.6,2003,817.24,38000
46017,23.2,2003,471.38,8000
46059,11.9,2003,1436.61,67000
46065,28.9,2003,741.56,5000
46069,32,2003,860.52,7000
46073,18.1,2003,526.23,13000
46119,37,2003,1006.82,15000
46011,30,2003,792.21,120000
46035,32.2,2003,435.56,66000
46061,27.8,2003,434.51,73000
46077,29.8,2003,832.24,138000
46079,32.5,2003,563.28,118000
46087,29,2003,574.2,113000
46097,26,2003,570.31,68000
46099,33,2003,807.15,147000
46101,33,2003,519.39,103000
46111,31.8,2003,569.32,41000
46013,32,2003,1712.98,302000
46021,13.3,2003,733.68,30000
46045,27.5,2003,1125.96,130000
46049,20.2,2003,981.75,114000
46089,18,2003,1136.64,38000
46107,19.5,2003,861.14,45000
46115,26.3,2003,1503.93,273000
46129,8.8,2003,708.63,33000
46025,25,2003,957.6,120000
46029,28.2,2003,688.5,96000
46037,24.6,2003,1027.87,125000
46039,26.6,2003,622.69,75000
46051,23.5,2003,681.46,96000
46057,29.9,2003,507.23,95000
46091,28.1,2003,838.07,93000
46109,28.9,2003,1101.04,165000
46031,11.9,2003,2469.69,2500
46053,20.1,2003,1014.96,19500
46085,18.3,2003,1641.94,3000
46121,8.7,2003,1388.56,1500
46123,17.6,2003,1612.45,19000
46009,25.3,2003,563.7,95000
46023,20.7,2003,1097.49,118000
46027,30.6,2003,412.19,1e+05
46043,28.5,2003,431.8,67000
46067,32,2003,812.9,160000
46083,31.3,2003,577.28,144000
46125,34.3,2003,617.06,140000
46127,30.3,2003,460.54,108000
46135,31.5,2003,521.16,90000
46103,2.9,2003,2776.55,2200
47003,44,2003,473.64,8900
47015,45,2003,265.64,7700
47041,38,2003,304.35,3400
47055,45,2003,610.93,9200
47103,38,2003,570.34,13000
47111,42,2003,307.14,1600
47117,39,2003,375.46,2800
47119,42,2003,613.14,11000
47127,43,2003,129.22,800
47149,41,2003,619.36,7000
47159,31,2003,314.29,1700
47165,37,2003,529.45,7300
47187,40,2003,582.6,4600
47189,43,2003,570.83,800
47007,40,2003,406.42,1000
47031,42,2003,428.96,20700
47051,40,2003,554.54,21000
47061,32,2003,360.53,1800
47115,30,2003,498.16,3500
47133,36,2003,433.48,600
47153,34,2003,265.86,600
47177,43,2003,432.68,7100
47185,41,2003,376.67,1100
47045,42,2003,512.33,123000
47095,47,2003,165.78,46000
47097,40,2003,471.99,75000
47131,45,2003,544.73,101000
47157,36,2003,763.17,34000
47167,36,2003,458.37,46000
47009,39,2003,558.71,2600
47029,33,2003,434.57,1600
47059,34,2003,622.16,1200
47063,36,2003,161.18,1100
47089,41,2003,274.08,1400
47093,40,2003,508.22,700
47105,47,2003,229.22,1500
47107,46,2003,430.12,2600
47121,32,2003,195.12,800
47123,40,2003,635.56,3300
47139,44,2003,434.68,3100
47005,35,2003,394.14,6400
47017,40,2003,599.25,27000
47023,37,2003,285.74,8700
47033,41,2003,265.53,26000
47039,38,2003,333.84,4100
47047,41,2003,704.79,33000
47053,45,2003,602.74,112000
47069,45,2003,667.77,12300
47071,38,2003,577.32,27000
47075,37,2003,533.11,34500
47077,40,2003,520.07,20000
47079,46,2003,562.1,38000
47113,38,2003,557.12,26000
47109,41,2003,562.86,22000
47183,45,2003,580.36,81000
47021,36,2003,302.44,1300
47081,42,2003,612.5,2700
47085,38,2003,530.98,8000
47099,43,2003,617.13,13500
47125,46,2003,539.18,18000
47135,39,2003,414.73,1500
47147,44,2003,476.29,31500
47161,37,2003,459.33,3300
47181,42,2003,734.1,2100
48113,38.7,2003,871.28,4700
48119,22,2003,256.83,6600
48139,35.3,2003,935.49,1700
48145,25,2003,765.48,1800
48147,22.8,2003,890.84,14400
48231,30.3,2003,840.32,7400
48257,17.6,2003,780.7,1700
48277,26,2003,907.19,20100
48037,25.1,2003,885.01,7100
48387,25.8,2003,1036.58,7900
48065,36.5,2003,920.22,2700
48069,30.7,2003,894.43,3500
48117,24.2,2003,1496.87,3300
48153,28.3,2003,992.14,2900
48179,31.8,2003,925.97,1700
48189,31.1,2003,1004.68,9000
48195,39.4,2003,919.81,3100
48205,32.1,2003,1462.03,1400
48357,64.4,2003,917.63,5100
48369,29,2003,880.78,5000
48421,53.6,2003,923.04,2900
48437,27.4,2003,890.16,2000
48089,26.7,2003,960.27,1300
48017,40.3,2003,826.8,2900
48079,24.4,2003,775.15,1800
48107,32.1,2003,900.2,1500
48279,28.9,2003,1016.18,12300
48303,29.1,2003,895.6,1300
48039,42.7,2003,1357.7,1100
48057,22.6,2003,506.84,3200
48157,20.6,2003,861.48,2000
48239,24.2,2003,829.43,5000
48291,21.4,2003,1158.42,4400
48321,26.4,2003,1100.28,5500
48469,31,2003,882.14,12700
48481,21.2,2003,1086.15,9900
51003,34,2003,720.7,1200
51007,30,2003,355.27,4100
51011,37,2003,333.49,1000
51031,33,2003,503.87,800
51033,35,2003,527.51,17000
51041,36,2003,423.3,1400
51075,38,2003,281.42,2400
51085,32.6,2003,468.54,17000
51087,39,2003,233.7,5100
51109,33,2003,496.3,2400
51137,31,2003,340.78,3000
51145,34,2003,260.22,900
51177,31,2003,401.5,2500
51001,36,2003,449.5,35000
51036,36,2003,182.82,8200
51057,35,2003,257.12,21000
51073,26,2003,217.81,8000
51095,35,2003,142.44,2200
51097,36,2003,315.14,14500
51099,33,2003,179.64,5500
51101,38,2003,273.94,14500
51103,24,2003,133.25,6800
51115,27,2003,85.93,1900
51119,33,2003,130.31,5500
51127,36,2003,209.73,6300
51131,36,2003,211.61,20000
51133,32,2003,191.3,17500
51159,36,2003,191.49,12000
51193,29,2003,229.37,16000
51043,34,2003,176.18,1200
51047,35,2003,379.23,5400
51061,37,2003,647.45,5600
51069,37,2003,413.5,700
51107,31,2003,515.56,6200
51113,39,2003,320.68,3000
51153,27,2003,336.4,1900
51165,39,2003,849.09,6600
51171,34,2003,508.78,2200
51179,34,2003,268.96,1400
51025,24,2003,566.17,5700
51550,36,2003,340.8,29000
51053,38,2003,503.72,11000
51081,35,2003,295.23,8900
51093,35,2003,315.61,18500
51117,26,2003,625.49,5600
51149,36,2003,265.16,9800
51175,32,2003,599.14,32000
51800,32,2003,400.17,19000
51181,36,2003,278.95,16500
51183,35,2003,490.22,23000
51810,34,2003,249.02,17000
51037,33,2003,475.27,1000
51083,24,2003,817.84,2300
51111,27,2003,431.68,2100
51135,37,2003,314.39,800
51143,33,2003,968.94,2400
51015,35,2003,967,2100
51023,32,2003,541.2,500
54037,40.9,2003,209.63,8300
54053,40.8,2003,430.75,5200
55001,32,2003,645.65,14100
55047,30,2003,349.44,18200
55057,28,2003,766.93,25800
55077,22,2003,455.6,12200
55097,30,2003,800.68,14200
55135,34,2003,747.71,17700
55137,28,2003,626.15,12300
55141,25,2003,793.12,14000
55009,40,2003,529.71,26200
55015,33,2003,318.24,26000
55029,39,2003,481.98,14800
55039,30,2003,719.55,52700
55061,38,2003,342.52,15700
55071,32,2003,589.08,23600
55087,40,2003,637.52,47400
55117,33,2003,511.27,27000
55139,30,2003,434.49,35200
55019,26,2003,1209.82,31400
55069,23,2003,878.97,2400
55073,22,2003,1544.98,35000
55119,25,2003,974.88,14000
55067,24,2003,870.64,6400
55075,34,2003,1399.35,8400
55083,37,2003,997.99,16100
55115,38,2003,893.06,18400
55005,26,2003,862.71,27400
55013,21,2003,821.85,5400
55017,21,2003,1008.37,30100
55095,22,2003,913.96,26000
55107,22,2003,913.59,4600
55113,17,2003,1257.3,1200
55129,23,2003,797.11,4000
55021,33,2003,765.53,54000
55025,30,2003,1197.24,91200
55027,31,2003,875.62,73300
55045,22,2003,583.96,52100
55055,30,2003,556.47,54600
55105,25,2003,718.14,101700
55059,27,2003,271.99,25600
55079,20,2003,241.4,1200
55089,28,2003,233.08,10400
55101,27,2003,332.5,35700
55127,27,2003,555.13,62800
55131,25,2003,430.7,22600
55133,22,2003,549.57,25900
55023,26,2003,570.66,13400
55043,32,2003,1146.85,54400
55049,27,2003,762.58,30800
55065,28,2003,633.59,61400
55103,29,2003,586.15,11600
55111,27,2003,830.9,31900
55123,25,2003,791.58,26400
55011,26,2003,671.64,23500
55033,21,2003,850.11,43800
55035,23,2003,637.98,19700
55053,17,2003,987.72,21100
55063,30,2003,451.69,11900
55081,24,2003,900.78,17400
55091,27,2003,231.98,13000
55093,28,2003,573.75,28700
55109,21,2003,722.33,38700
55121,23,2003,732.96,32300
01047,20,2002,978.69,2900
01065,25,2002,643.94,2300
01101,25,2002,784.25,1000
01105,26,2002,719.66,3600
01119,35,2002,903.89,1800
01003,27,2002,1589.78,11200
01053,33,2002,945.08,1600
01009,27,2002,644.78,1600
01015,21,2002,605.87,1300
01019,24,2002,553.7,3500
01043,31,2002,734.84,2300
01049,19,2002,777.09,12000
01055,25,2002,534.99,1500
01071,21,2002,1077.87,27200
01095,26,2002,565.84,5200
01033,28,2002,592.62,3000
01077,25,2002,667.7,9400
01079,27,2002,690.68,4100
01083,25,2002,559.94,17200
01089,23,2002,801.59,22600
01093,21,2002,742.29,2600
01103,22,2002,579.34,4400
01057,22,2002,627.66,1400
01075,24,2002,604.85,1600
01121,21,2002,736.78,6300
01061,26,2002,574.41,600
01067,23,2002,561.75,700
01069,32,2002,579.82,4200
05029,28,2002,552.25,19000
05045,30,2002,647.88,8000
05119,31,2002,759.76,31000
05001,42,2002,988.77,184000
05035,31,2002,609.76,162000
05037,36,2002,616.38,150000
05077,33,2002,602.62,121000
05085,37,2002,770.73,127000
05095,32,2002,607.12,90000
05107,29,2002,695.66,146000
05117,38,2002,647.96,123000
05123,30,2002,634.77,119000
05147,29,2002,586.79,133000
05021,36,2002,639.46,132000
05031,36,2002,707.21,87000
05055,35,2002,577.7,82500
05063,28,2002,763.95,37000
05067,27,2002,633.94,162000
05075,32,2002,587.61,92000
05093,36,2002,900.57,160000
05111,36,2002,758.39,156000
05121,38,2002,652.19,48500
05145,30,2002,1035.08,40000
05003,30,2002,925.35,39000
05017,33,2002,644.3,111000
05041,34,2002,768.15,92000
05043,30,2002,828.36,23000
05069,31,2002,870.75,116000
05079,33,2002,561.52,61000
05073,31,2002,528.27,7500
05081,24,2002,532.25,14000
05091,25,2002,625.58,18500
05033,28,2002,593.09,11000
05083,38,2002,708.12,5500
05115,28,2002,812.55,10000
05131,35,2002,531.91,3000
05149,26,2002,929.98,8500
10001,29.4,2002,586.18,71400
10003,21.5,2002,426.29,31000
10005,22.8,2002,936.08,87600
12013,34,2002,567.33,1100
12033,36,2002,656.46,2100
12059,35,2002,478.78,700
12063,30,2002,917.76,1900
13153,15,2002,375.54,4500
13167,16,2002,303.01,3500
13175,18,2002,807.3,8700
13209,14,2002,239.52,1100
13303,17,2002,678.45,3600
13031,25,2002,672.81,11900
13033,19,2002,826.97,5900
13043,24,2002,243.04,2100
13103,22,2002,477.7,1700
13107,23,2002,680.6,1100
13163,22,2002,526.48,10400
13165,26,2002,347.28,1200
13251,22,2002,645.1,7800
13015,23,2002,459.54,2000
13055,15,2002,313.34,700
13129,25,2002,355.81,5800
13295,24,2002,446.38,1600
13019,19,2002,451.9,1600
13027,27,2002,493.05,1000
13069,23,2002,575.1,1100
13093,18,2002,391.94,3400
13271,27,2002,437.3,1400
13277,18,2002,258.91,500
13001,25,2002,507.08,3000
13005,16,2002,258.58,1000
13109,16,2002,182.85,1700
13229,22,2002,316.49,2500
13267,23,2002,479.4,9800
13279,27,2002,364,3100
13299,31,2002,892.46,600
13305,30,2002,641.78,800
13099,21,2002,512.59,1900
13131,30,2002,454.53,1400
13243,20,2002,428.24,2600
13261,15,2002,482.7,1900
13273,30,2002,335.44,2700
13275,23,2002,544.6,1100
13193,17,2002,400.64,2300
13269,19,2002,376.69,1600
17039,52,2002,397.51,95000
17107,52,2002,618.06,162000
17115,49,2002,580.69,135000
17123,47,2002,386.79,79000
17125,47,2002,539.24,95000
17113,54,2002,1183.38,305000
17129,48,2002,314.44,72000
17143,48,2002,619.21,91000
17175,52,2002,288.08,69000
17179,52,2002,648.97,126000
17203,53,2002,527.8,126000
17019,54,2002,996.27,252000
17053,51,2002,485.62,136000
17075,52,2002,1117.32,288000
17091,42,2002,676.56,150000
17105,48,2002,1044.29,288000
17147,52,2002,439.2,122000
17183,49,2002,898.37,220000
17023,43,2002,501.42,114000
17025,23,2002,468.32,113000
17029,43,2002,508.29,114000
17033,35,2002,443.63,95000
17035,42,2002,346.02,75000
17041,49,2002,416.66,118000
17045,45,2002,623.37,157000
17049,33,2002,478.78,103000
17051,31,2002,716.48,147000
17079,34,2002,494.51,123000
17101,34,2002,372.18,84000
17121,28,2002,572.36,1e+05
17139,44,2002,335.94,84000
17159,30,2002,359.99,99000
17173,38,2002,758.52,169000
17007,38,2002,280.72,56000
17031,29,2002,945.33,9000
17037,46,2002,631.31,139000
17043,38,2002,327.5,4000
17063,41,2002,418.04,94000
17089,41,2002,520.06,72000
17093,38,2002,320.34,69000
17099,45,2002,1135.12,250000
17097,26,2002,443.67,14000
17111,32,2002,603.17,70000
17197,38,2002,836.91,117000
17011,49,2002,869.03,175000
17015,57,2002,444.81,60000
17073,53,2002,822.99,180000
17085,53,2002,601.09,43000
17103,46,2002,724.9,146000
17131,54,2002,561.2,105000
17141,42,2002,758.57,123000
17155,49,2002,160.16,28000
17161,53,2002,427.64,55000
17177,45,2002,564.52,85000
17195,50,2002,684.25,125000
17201,37,2002,513.36,61000
17047,28,2002,222.42,41000
17055,21,2002,408.89,75000
17059,27,2002,323.07,68000
17065,28,2002,434.67,89000
17069,29,2002,177.53,4000
17081,24,2002,571.17,89000
17127,21,2002,237.22,42000
17151,23,2002,368.77,12000
17165,24,2002,379.82,56000
17185,31,2002,223.25,55000
17191,25,2002,713.81,134000
17193,23,2002,494.77,125000
17003,32,2002,235.51,40000
17027,38,2002,474.09,104000
17077,28,2002,584.08,86000
17087,27,2002,343.92,18000
17133,30,2002,385.01,77000
17145,23,2002,441.76,85000
17153,31,2002,199.18,37000
17157,28,2002,575.5,105000
17163,33,2002,657.76,121000
17181,28,2002,413.46,32000
17189,25,2002,562.57,150000
17199,16,2002,420.15,27000
17001,48,2002,855.2,128000
17009,45,2002,305.61,38000
17057,42,2002,865.59,127000
17067,47,2002,793.73,153000
17071,49,2002,378.87,67000
17095,51,2002,716.39,137000
17109,51,2002,589.41,124000
17169,43,2002,437.27,62000
17187,52,2002,542.41,121000
17005,36,2002,380.28,86000
17013,41,2002,253.82,20000
17017,48,2002,375.82,60000
17021,49,2002,709.38,183000
17061,50,2002,543.02,99000
17083,46,2002,369.27,59000
17117,49,2002,862.91,158000
17119,45,2002,715.58,128000
17135,45,2002,703.69,154000
17137,51,2002,568.79,119000
17149,43,2002,831.38,97000
17167,51,2002,868.3,176000
17171,44,2002,250.91,46000
18005,38.8,2002,406.91,75100
18011,52.2,2002,422.91,112000
18023,53.6,2002,405.07,101700
18031,43,2002,372.57,77200
18053,47.1,2002,414.07,111600
18057,50.3,2002,394.27,64800
18059,40.8,2002,306.02,80600
18063,48.1,2002,406.91,63700
18067,50.4,2002,293.06,71700
18081,38.3,2002,320.43,49000
18095,49.5,2002,451.92,100100
18097,37.8,2002,396.3,9200
18109,37.8,2002,403.97,46700
18139,41.8,2002,408.12,100600
18145,41.8,2002,411.15,95600
18159,52.8,2002,260.54,74400
18009,43.5,2002,165.08,36600
18035,44.2,2002,392.12,96900
18041,33.5,2002,215.01,35200
18065,40.9,2002,391.88,84200
18075,34.2,2002,383.91,99800
18135,37.4,2002,452.38,115500
18161,34.5,2002,161.22,29500
18177,32,2002,401.74,66300
18015,52.7,2002,372.22,81100
18017,46.6,2002,412.15,83500
18039,40.9,2002,463.17,47900
18049,40.8,2002,368.39,75000
18085,41.3,2002,531.38,88200
18099,42.7,2002,443.63,75300
18103,43,2002,373.84,84800
18141,39.8,2002,457.85,54100
18169,42,2002,412.43,90100
18001,40.8,2002,339.03,89300
18003,40.8,2002,657.31,117900
18033,35.2,2002,362.82,65900
18069,40,2002,382.65,97500
18087,34.1,2002,379.62,37300
18113,35.7,2002,410.84,58900
18151,29.3,2002,308.94,34500
18179,42.1,2002,368.09,110000
18183,38.5,2002,335.57,70700
18007,50.7,2002,406.42,113800
18073,46.4,2002,559.62,107600
18091,36.3,2002,598.3,88600
18089,37.4,2002,498.96,58500
18111,50.3,2002,401.76,77800
18127,36.3,2002,418.15,56800
18131,40.6,2002,433.65,88400
18149,35.7,2002,309.13,41500
18181,48.6,2002,505.12,120000
18061,22,2002,484.52,27300
18071,36.3,2002,509.31,78500
18093,27.1,2002,449.17,20200
18105,32.5,2002,394.51,6800
18117,29.4,2002,398.39,18300
18123,28.4,2002,381.73,10500
18175,26.2,2002,513.73,41000
18019,29.1,2002,372.86,31400
18029,26.1,2002,305.03,10200
18047,30.5,2002,384.43,35000
18077,31.5,2002,360.63,38500
18079,41.1,2002,376.58,49300
18137,35.8,2002,446.43,62200
18143,33.5,2002,190.4,25600
18027,37.4,2002,429.49,60700
18037,30.7,2002,427.27,47100
18051,35.9,2002,487.49,93600
18055,35.8,2002,542.49,43100
18083,36.1,2002,516.03,119300
18101,32.6,2002,335.74,13900
18125,29.8,2002,334.24,35600
18129,34.7,2002,409.57,91500
18147,29.3,2002,396.74,58400
18153,37.1,2002,447.14,73700
18163,34.2,2002,233.48,40200
18173,32,2002,384.82,38900
18021,42.7,2002,357.54,69900
18045,48.8,2002,395.66,95800
18107,53.2,2002,504.61,113300
18119,38.2,2002,385.29,20800
18121,41.3,2002,444.66,69400
18133,49,2002,480.53,66600
18157,51.7,2002,499.81,95300
18165,47.8,2002,256.88,21900
18167,40,2002,403.31,59300
18171,50.6,2002,364.68,82700
19015,47.7,2002,571.57,124000
19049,43.6,2002,588.45,120000
19075,53.7,2002,501.86,143000
19079,49.4,2002,576.75,140000
19083,50,2002,569.31,130000
19099,53.5,2002,730.42,143000
19127,53.9,2002,572.5,126000
19153,47.1,2002,573.79,80000
19157,51.7,2002,584.93,112000
19169,46.4,2002,572.82,134000
19171,53.1,2002,721.01,140000
19187,50,2002,715.62,176000
19011,50.4,2002,716.26,164000
19031,50.6,2002,579.44,123000
19045,50.4,2002,694.91,126000
19095,50.5,2002,586.46,86000
19097,48.9,2002,636.04,45000
19103,49.2,2002,614.04,87000
19105,49.8,2002,575.62,83000
19113,47.5,2002,716.88,119000
19139,49.3,2002,437.47,73000
19163,54,2002,458.09,79000
19023,49.4,2002,580.13,125000
19033,45,2002,568.31,131000
19067,47.8,2002,500.63,116000
19069,47.5,2002,581.97,144000
19081,49.5,2002,571,138000
19091,47.4,2002,434.35,115000
19109,48.1,2002,972.72,246000
19131,49.6,2002,469.13,105000
19189,47.7,2002,400.49,102000
19195,50.9,2002,400.12,96000
19197,47.1,2002,580.42,155000
19005,51,2002,639.08,27000
19013,51.4,2002,565.77,116000
19017,52.5,2002,435.48,89000
19019,49.3,2002,571.02,121000
19037,49.7,2002,504.38,102000
19043,54.9,2002,778.54,48000
19055,53.6,2002,577.76,84000
19061,51.8,2002,608.3,37000
19065,50.9,2002,730.81,127000
19089,49.2,2002,473.25,97000
19191,52.1,2002,689.87,71000
19021,51.5,2002,574.91,149000
19035,56.9,2002,576.91,135000
19041,42.3,2002,567.24,136000
19059,45.9,2002,380.61,82000
19063,45.5,2002,395.88,98000
19119,48.1,2002,587.65,139000
19141,48.4,2002,573.04,153000
19143,51.4,2002,398.68,110000
19147,43.1,2002,563.84,138000
19149,48.1,2002,862.89,196000
19151,48.9,2002,577.24,157000
19167,52.6,2002,768.33,185000
19007,40.2,2002,497.29,39000
19039,38,2002,431.17,33000
19053,40.6,2002,531.88,36000
19117,39.9,2002,430.59,23000
19121,47.5,2002,561.01,63000
19125,47.2,2002,554.53,72000
19135,40.7,2002,433.72,27000
19159,42.2,2002,535.5,47000
19175,45.1,2002,423.65,49000
19181,46.4,2002,569.83,63000
19185,39.2,2002,525.44,53000
19051,39.3,2002,502.19,40000
19057,47.2,2002,416.12,65000
19087,47.4,2002,434.33,72000
19101,36.9,2002,435.51,61000
19107,44.5,2002,579.18,89000
19111,41.5,2002,517.52,67000
19115,47.2,2002,401.77,66000
19123,48,2002,570.86,103000
19177,35.8,2002,484.79,44000
19179,38.4,2002,431.83,52000
19183,48.5,2002,568.84,96000
19001,47.2,2002,569.27,97000
19003,43.5,2002,423.44,59000
19029,41.5,2002,564.27,111000
19071,37.7,2002,511.15,113000
19129,38.5,2002,437.44,93000
19137,45.6,2002,424.1,87000
19145,36.8,2002,534.94,1e+05
19155,44.8,2002,950.28,209000
19173,41.1,2002,531.9,70000
19009,47.7,2002,442.96,97000
19025,51.2,2002,569.97,154000
19027,52.1,2002,569.44,139000
19047,50.5,2002,714.19,157000
19073,48.5,2002,569.57,147000
19077,46.1,2002,590.62,96000
19085,44.3,2002,696.85,141000
19093,53,2002,431.51,106000
19133,42.3,2002,694.07,143000
19161,52.9,2002,575.01,142000
19165,47.8,2002,590.78,140000
19193,46.9,2002,872.83,166000
20009,35,2002,895.4,18400
20041,16,2002,847.07,44200
20051,19,2002,899.91,1800
20053,16,2002,715.85,3000
20105,16,2002,719.4,11500
20115,16,2002,944.29,36300
20113,32,2002,898.27,33400
20159,31,2002,726.24,21600
20165,24,2002,717.76,5600
20167,15,2002,886.26,3300
20169,19,2002,720.22,22900
20003,15,2002,579.65,77800
20017,20,2002,773.06,18600
20031,20,2002,626.95,78200
20045,22,2002,455.87,38300
20059,16,2002,571.76,67400
20061,21,2002,384.62,13600
20091,15,2002,473.37,28300
20107,16,2002,594.06,51500
20111,21,2002,847.47,66600
20121,18,2002,575.66,37200
20127,16,2002,695.28,33600
20139,17,2002,705.52,63800
20177,29,2002,544.02,39500
20197,22,2002,794.3,26600
20027,18,2002,645.3,55900
20029,20,2002,715.34,27500
20089,26,2002,909.78,23700
20123,18,2002,701.79,14400
20141,38,2002,892.5,7600
20143,17,2002,720.73,15700
20147,13,2002,885.88,8400
20157,23,2002,717.37,61300
20163,15,2002,890.53,9600
20183,28,2002,895.46,13300
20201,16,2002,894.76,68600
20005,24,2002,431.17,56900
20013,23,2002,570.87,109300
20043,33,2002,393.41,70400
20085,28,2002,656.22,37400
20087,22,2002,532.57,42900
20103,26,2002,462.83,30300
20117,14,2002,900.18,118700
20131,17,2002,717.43,80800
20149,23,2002,841.02,36600
20161,25,2002,609.77,23900
20209,27,2002,151.6,4800
20023,43,2002,1019.89,4300
20039,37,2002,893.52,3900
20065,25,2002,898.52,5400
20137,47,2002,878.13,7300
20153,35,2002,1069.42,2200
20179,45,2002,895.96,12700
20181,39,2002,1056.07,8100
20193,40,2002,1074.69,21100
20047,53,2002,621.89,16300
20077,22,2002,801.27,2400
20079,23,2002,539.75,37000
20095,33,2002,863.36,8200
20097,54,2002,722.64,12000
20145,43,2002,754.26,16400
20151,49,2002,735.04,18500
20155,31,2002,1255.35,33900
20173,43,2002,997.51,33900
20185,60,2002,792.05,20600
20191,31,2002,1181.94,25600
20001,14,2002,500.3,65200
20011,14,2002,635.47,33100
20015,23,2002,1429.86,38000
20019,25,2002,638.88,4700
20021,22,2002,587.57,99700
20035,28,2002,1125.75,26500
20037,19,2002,589.76,69300
20049,32,2002,644.26,10300
20073,23,2002,1143.3,21100
20099,20,2002,645.29,51600
20125,19,2002,643.53,35500
20133,17,2002,571.47,50800
20205,20,2002,570.42,53900
20207,18,2002,497.82,34300
20055,54,2002,1301.97,17500
20057,39,2002,1098.27,10600
20069,50,2002,868.87,13500
20081,52,2002,577.52,9600
20083,30,2002,859.99,1900
20093,38,2002,870.54,3900
20119,38,2002,978.09,6100
20175,31,2002,639.5,6900
20189,34,2002,727.29,5900
20063,27,2002,1071.66,6300
20101,23,2002,717.46,3700
20109,22,2002,1072.99,2400
20135,25,2002,1074.75,2600
20171,23,2002,717.54,2100
20195,30,2002,889.48,1900
21011,33,2002,278.79,2300
21017,18,2002,289.72,3600
21021,28.2,2002,180.17,1100
21049,26,2002,252.46,800
21067,27,2002,283.65,2700
21069,34,2002,348.54,3000
21073,25,2002,207.75,1100
21079,33,2002,230.08,700
21097,20,2002,306.36,2900
21113,35,2002,172.12,1000
21137,35,2002,334.09,4300
21161,15,2002,240.13,2200
21167,25,2002,248.8,1200
21209,18,2002,281.77,900
21211,23,2002,379.64,19300
21215,26,2002,186.68,5000
21229,40,2002,297.27,2600
21239,17,2002,188.78,1700
21001,37,2002,405.28,2200
21003,24,2002,344.34,1600
21009,39,2002,487.54,6600
21027,32,2002,567.17,15800
21029,26,2002,297.02,4200
21031,37,2002,426.09,15700
21045,43,2002,444.23,1700
21053,34,2002,197.25,700
21057,37,2002,305.18,1000
21061,39,2002,302.88,3600
21085,34,2002,496.7,8200
21087,42,2002,286.03,2200
21093,36,2002,623.28,27500
21099,37,2002,412.09,1600
21111,27,2002,380.42,1700
21123,38,2002,261.52,17500
21155,43,2002,343.01,8300
21163,24,2002,305.42,13300
